device_id,licence_number,registration_id,radcom_access_id,radcom_registration_id,freq_centre,bandwidth,freq_lower,freq_upper,occupied_bw,service_type,service_subtype,licence_subtype,height,latitude,longitude,site_id,site_name,state,client,industry,emission_designator,tx_rx,power_watts,eirp_watts,simplex_duplex,azimuth,antenna_gain,antenna_manufacturer,antenna_model,multi_antenna,antenna_size,antenna_tilt,antenna_type,date_authorised,date_issued,date_effective,date_expires,licence_status
332745845,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.046306,138.697498,9028105,NBNCo 143 Morgan Road IRONBANK,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332745846,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.046306,138.697498,9028105,NBNCo 143 Morgan Road IRONBANK,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332745847,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.046306,138.697498,9028105,NBNCo 143 Morgan Road IRONBANK,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332745848,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.046306,138.697498,9028105,NBNCo 143 Morgan Road IRONBANK,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746104,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746105,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746106,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746107,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746108,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746109,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746110,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746111,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746112,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746113,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746114,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746115,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,45,-34.943568,138.735179,9028283,NBNCo 258 Lobethal Road ASHTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746116,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.28263,138.628689,9028102,NBNCo 5 Scott Road HOPE FORREST,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746117,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.28263,138.628689,9028102,NBNCo 5 Scott Road HOPE FORREST,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746118,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746119,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746120,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746121,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746122,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746123,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746124,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746125,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746126,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746127,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746128,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746129,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.092235,138.803837,9028107,NBNCo Lot 2 Anderson Road ECHUNGA,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746130,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.029754,138.845119,9028101,NBNCo 350 Windsor Avenue TOTNESS,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746131,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.029754,138.845119,9028101,NBNCo 350 Windsor Avenue TOTNESS,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746132,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,22,-35.655909,137.638287,23378,Telstra 39 Dauncey Street KINGSCOTE,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746133,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,22,-35.655909,137.638287,23378,Telstra 39 Dauncey Street KINGSCOTE,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746134,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-34.942969,138.893213,9028289,NBNCo 108 Naughtons Road WOODSIDE,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746135,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-34.942969,138.893213,9028289,NBNCo 108 Naughtons Road WOODSIDE,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746136,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-34.942969,138.893213,9028289,NBNCo 108 Naughtons Road WOODSIDE,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746137,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-34.942969,138.893213,9028289,NBNCo 108 Naughtons Road WOODSIDE,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746138,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-34.942969,138.893213,9028289,NBNCo 108 Naughtons Road WOODSIDE,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746139,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-34.942969,138.893213,9028289,NBNCo 108 Naughtons Road WOODSIDE,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746140,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.111937,139.034933,10000173,"NBN Co NBN Co Site, 1176 Back Callington Rd Callington",SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746141,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.111937,139.034933,10000173,"NBN Co NBN Co Site, 1176 Back Callington Rd Callington",SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746142,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.111937,139.034933,10000173,"NBN Co NBN Co Site, 1176 Back Callington Rd Callington",SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746143,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,40,-35.111937,139.034933,10000173,"NBN Co NBN Co Site, 1176 Back Callington Rd Callington",SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746160,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,30,-35.729606,137.956872,9019583,NBN Co Site Binneys Track PENNESHAW,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746161,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,30,-35.729606,137.956872,9019583,NBN Co Site Binneys Track PENNESHAW,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746164,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746165,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746166,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746167,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746168,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746169,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746391,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,22,-35.655909,137.638287,23378,Telstra 39 Dauncey Street KINGSCOTE,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746392,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,22,-35.655909,137.638287,23378,Telstra 39 Dauncey Street KINGSCOTE,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746393,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,49.8,-34.627185,138.603537,36270,Telstra Site off Gawler River Road LEWISTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746394,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,49.8,-34.627185,138.603537,36270,Telstra Site off Gawler River Road LEWISTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746395,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,49.8,-34.627185,138.603537,36270,Telstra Site off Gawler River Road LEWISTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746396,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,49.8,-34.627185,138.603537,36270,Telstra Site off Gawler River Road LEWISTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746397,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,49.8,-34.627185,138.603537,36270,Telstra Site off Gawler River Road LEWISTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746398,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,49.8,-34.627185,138.603537,36270,Telstra Site off Gawler River Road LEWISTON,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746399,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,22,-35.655909,137.638287,23378,Telstra 39 Dauncey Street KINGSCOTE,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746400,9995254/50,,,,3527500000,20000000,3517500000,3537500000,20000000,PTS,PMTS Class B,PMTS Class B,22,-35.655909,137.638287,23378,Telstra 39 Dauncey Street KINGSCOTE,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746427,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,13005.3,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746428,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,50,-34.88287,139.593655,9010436,Sec 22 Hartmans Road CAURNAMONT,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,19.6,ALPHA WIRELESS,AW3497,Y,0.8,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746433,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,25.4,-34.594812,138.514791,9002553,Rear of Post Office 43 Old Port Wakefield Rd TWO WELLS,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746434,9995254/50,,,,3507500000,20000000,3497500000,3517500000,20000000,PTS,PMTS Class B,PMTS Class B,25.4,-34.594812,138.514791,9002553,Rear of Post Office 43 Old Port Wakefield Rd TWO WELLS,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746437,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,25.4,-34.594812,138.514791,9002553,Rear of Post Office 43 Old Port Wakefield Rd TWO WELLS,SA ,NBN CO LIMITED,Other,20M0W7DEW,T,160,8019,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
332746438,9995254/50,,,,3410000000,20000000,3400000000,3420000000,20000000,PTS,PMTS Class B,PMTS Class B,25.4,-34.594812,138.514791,9002553,Rear of Post Office 43 Old Port Wakefield Rd TWO WELLS,SA ,NBN CO LIMITED,Other,20M0W7DEW,R,,,X,,17.5,ARGUS,SSPX310R,Y,0.75,,Panel (1 sector)-R,22/11/2017,22/11/2017,22/11/2017,15/4/2018,Granted
